Launch Point, Capturing point, Data Path Delay, Number of cominational cells in data path
reg_pc_reg[2]/CK,cpuregs_reg[23][8]/D,0.39,10
latched_rd_reg[0]/CK,cpuregs_reg[8][11]/SE,0.353,9
count_instr_reg[3]/CK,count_instr_reg[33]/D,0.36,11
latched_branch_reg/CK,cpuregs_reg[8][1]/D,0.321,10
latched_rd_reg[0]/CK,cpuregs_reg[17][15]/SE,0.331,9
cpu_state_reg[0]/CK,cpuregs_reg[21][15]/D,0.394,13
latched_rd_reg[0]/CK,cpuregs_reg[17][9]/SE,0.331,9
reg_pc_reg[2]/CK,cpuregs_reg[29][8]/D,0.391,10
cpu_state_reg[0]/CK,cpuregs_reg[10][4]/D,0.366,11
reg_pc_reg[7]/CK,cpuregs_reg[11][14]/D,0.417,11
mem_do_rinst_reg/CK,mem_addr_reg[26]/SI,0.343,9
reg_pc_reg[2]/CK,cpuregs_reg[18][8]/D,0.39,10
reg_pc_reg[7]/CK,cpuregs_reg[6][14]/D,0.415,11
mem_do_rinst_reg/CK,mem_addr_reg[28]/SE,0.308,10
count_cycle_reg[18]/CK,count_cycle_reg[42]/D,0.343,9
latched_rd_reg[0]/CK,cpuregs_reg[4][16]/SE,0.303,8
count_cycle_reg[18]/CK,count_cycle_reg[63]/D,0.344,9
latched_branch_reg/CK,cpuregs_reg[1][1]/D,0.321,10
latched_rd_reg[0]/CK,cpuregs_reg[8][3]/SE,0.304,8
cpu_state_reg[0]/CK,cpuregs_reg[21][8]/D,0.396,13
cpu_state_reg[2]/CK,reg_out_reg[4]/D,0.357,6
latched_rd_reg[0]/CK,cpuregs_reg[4][24]/SE,0.358,9
mem_wordsize_reg[0]/CK,mem_wdata_reg[27]/D,0.315,6
mem_do_rinst_reg/CK,mem_wstrb_reg[2]/D,0.361,12
mem_do_rinst_reg/CK,mem_addr_reg[12]/SE,0.309,10
reg_pc_reg[7]/CK,cpuregs_reg[7][14]/D,0.416,11
cpu_state_reg[0]/CK,cpuregs_reg[27][8]/D,0.395,12
mem_do_rinst_reg/CK,mem_addr_reg[9]/SE,0.309,10
mem_do_rinst_reg/CK,mem_addr_reg[8]/SE,0.309,10
reg_pc_reg[7]/CK,cpuregs_reg[15][14]/D,0.415,11
mem_do_rinst_reg/CK,mem_addr_reg[23]/SE,0.308,10
latched_branch_reg/CK,cpuregs_reg[4][1]/D,0.32,10
mem_do_rinst_reg/CK,mem_wstrb_reg[1]/D,0.361,12
mem_do_rinst_reg/CK,mem_addr_reg[30]/SE,0.308,10
mem_do_rinst_reg/CK,mem_addr_reg[31]/SE,0.313,10
mem_do_rinst_reg/CK,mem_addr_reg[21]/SE,0.313,10
count_cycle_reg[18]/CK,count_cycle_reg[44]/D,0.343,9
reg_pc_reg[2]/CK,cpuregs_reg[17][6]/D,0.332,9
reg_op2_reg[4]/CK,mem_wdata_reg[28]/D,0.301,6
latched_rd_reg[0]/CK,cpuregs_reg[17][13]/SE,0.331,9
reg_pc_reg[7]/CK,cpuregs_reg[12][15]/D,0.368,9
mem_do_rinst_reg/CK,mem_instr_reg/SE,0.308,10
latched_rd_reg[0]/CK,cpuregs_reg[17][12]/SE,0.331,9
cpu_state_reg[0]/CK,cpuregs_reg[10][0]/D,0.362,11
reg_pc_reg[7]/CK,cpuregs_reg[10][14]/D,0.416,11
reg_pc_reg[7]/CK,cpuregs_reg[13][15]/D,0.367,9
latched_rd_reg[0]/CK,cpuregs_reg[12][7]/SE,0.302,8
latched_rd_reg[0]/CK,cpuregs_reg[12][0]/SE,0.302,8
reg_pc_reg[7]/CK,cpuregs_reg[8][15]/D,0.367,9
reg_pc_reg[7]/CK,cpuregs_reg[9][15]/D,0.366,9
latched_rd_reg[0]/CK,cpuregs_reg[8][2]/SE,0.304,8
mem_do_rinst_reg/CK,mem_addr_reg[7]/SE,0.309,10
mem_do_rinst_reg/CK,mem_addr_reg[3]/SE,0.309,10
latched_rd_reg[0]/CK,cpuregs_reg[12][11]/SE,0.292,8
latched_rd_reg[0]/CK,cpuregs_reg[12][8]/SE,0.292,8
mem_do_rinst_reg/CK,mem_addr_reg[6]/SE,0.309,10
mem_do_rinst_reg/CK,mem_addr_reg[2]/SE,0.309,10
count_instr_reg[3]/CK,count_instr_reg[43]/D,0.358,11
mem_do_rinst_reg/CK,mem_addr_reg[5]/SE,0.309,10
latched_rd_reg[0]/CK,cpuregs_reg[17][8]/SE,0.331,9
latched_rd_reg[0]/CK,cpuregs_reg[12][6]/SE,0.302,8
reg_pc_reg[12]/CK,cpuregs_reg[1][28]/D,0.412,12
mem_wordsize_reg[0]/CK,mem_wdata_reg[31]/D,0.313,6
cpu_state_reg[0]/CK,cpuregs_reg[13][25]/D,0.417,11
cpu_state_reg[0]/CK,cpuregs_reg[3][9]/D,0.417,13
latched_rd_reg[0]/CK,cpuregs_reg[5][13]/SE,0.355,10
latched_rd_reg[0]/CK,cpuregs_reg[5][12]/SE,0.355,10
latched_rd_reg[0]/CK,cpuregs_reg[5][14]/SE,0.354,10
count_instr_reg[3]/CK,count_instr_reg[45]/D,0.358,11
count_cycle_reg[18]/CK,count_cycle_reg[45]/D,0.342,9
cpu_state_reg[0]/CK,cpuregs_reg[3][15]/D,0.416,13
latched_rd_reg[0]/CK,cpuregs_reg[8][5]/SE,0.304,8
reg_pc_reg[12]/CK,cpuregs_reg[11][17]/D,0.414,14
latched_rd_reg[0]/CK,cpuregs_reg[26][12]/D,0.389,12
cpu_state_reg[0]/CK,cpuregs_reg[3][25]/D,0.418,13
latched_rd_reg[0]/CK,cpuregs_reg[8][4]/SE,0.304,8
latched_rd_reg[0]/CK,cpuregs_reg[12][3]/SE,0.302,8
reg_pc_reg[12]/CK,cpuregs_reg[9][28]/D,0.411,12
cpu_state_reg[6]/CK,reg_pc_reg[30]/D,0.35,7
latched_rd_reg[0]/CK,cpuregs_reg[8][1]/SE,0.304,8
cpu_state_reg[6]/CK,reg_pc_reg[24]/D,0.349,7
count_instr_reg[3]/CK,count_instr_reg[47]/D,0.357,11
count_cycle_reg[18]/CK,count_cycle_reg[29]/D,0.353,8
reg_pc_reg[7]/CK,cpuregs_reg[5][15]/D,0.365,9
reg_pc_reg[12]/CK,cpuregs_reg[8][28]/D,0.41,12
latched_rd_reg[0]/CK,cpuregs_reg[5][9]/SE,0.355,10
reg_pc_reg[12]/CK,cpuregs_reg[13][28]/D,0.411,12
reg_pc_reg[7]/CK,cpuregs_reg[5][9]/D,0.359,8
latched_rd_reg[0]/CK,cpuregs_reg[16][18]/SE,0.336,9
latched_rd_reg[0]/CK,cpuregs_reg[12][1]/SE,0.301,8
reg_pc_reg[12]/CK,cpuregs_reg[12][28]/D,0.411,12
cpu_state_reg[6]/CK,reg_pc_reg[25]/D,0.349,7
latched_rd_reg[0]/CK,cpuregs_reg[8][12]/SE,0.353,9
cpu_state_reg[6]/CK,reg_pc_reg[28]/D,0.349,7
count_cycle_reg[18]/CK,count_cycle_reg[37]/D,0.334,9
reg_pc_reg[12]/CK,cpuregs_reg[4][28]/D,0.412,12
cpu_state_reg[6]/CK,reg_pc_reg[18]/D,0.351,7
reg_pc_reg[12]/CK,cpuregs_reg[11][25]/D,0.412,13
latched_rd_reg[0]/CK,cpuregs_reg[4][6]/SE,0.303,8
reg_op1_reg[0]/CK,reg_out_reg[0]/D,0.342,9
cpu_state_reg[6]/CK,reg_pc_reg[26]/D,0.349,7
reg_pc_reg[8]/CK,cpuregs_reg[29][11]/D,0.385,10
latched_rd_reg[0]/CK,cpuregs_reg[4][0]/SE,0.303,8
reg_pc_reg[12]/CK,cpuregs_reg[16][28]/D,0.41,12
mem_wordsize_reg[0]/CK,mem_wdata_reg[25]/D,0.31,6
latched_rd_reg[0]/CK,cpuregs_reg[4][18]/SE,0.358,9
latched_rd_reg[0]/CK,cpuregs_reg[8][10]/SE,0.303,8
cpu_state_reg[6]/CK,reg_pc_reg[22]/D,0.35,7
reg_pc_reg[7]/CK,cpuregs_reg[4][9]/D,0.359,8
reg_pc_reg[7]/CK,cpuregs_reg[1][9]/D,0.359,8
count_cycle_reg[3]/CK,count_cycle_reg[17]/D,0.365,10
cpu_state_reg[6]/CK,reg_pc_reg[23]/D,0.35,7
count_instr_reg[3]/CK,count_instr_reg[41]/D,0.35,11
reg_pc_reg[12]/CK,cpuregs_reg[5][28]/D,0.412,12
latched_rd_reg[0]/CK,cpuregs_reg[4][4]/SE,0.303,8
latched_rd_reg[0]/CK,cpuregs_reg[4][10]/SE,0.303,8
count_cycle_reg[18]/CK,count_cycle_reg[38]/D,0.332,9
latched_rd_reg[0]/CK,cpuregs_reg[8][13]/SE,0.353,9
reg_pc_reg[12]/CK,cpuregs_reg[20][28]/D,0.447,14
latched_rd_reg[0]/CK,cpuregs_reg[5][15]/SE,0.355,10
cpu_state_reg[6]/CK,reg_pc_reg[17]/D,0.35,7
cpu_state_reg[6]/CK,cpuregs_reg[1][12]/SE,0.302,9
cpu_state_reg[6]/CK,cpuregs_reg[1][8]/SE,0.302,9
cpu_state_reg[6]/CK,reg_pc_reg[16]/D,0.35,7
count_cycle_reg[18]/CK,count_cycle_reg[35]/D,0.339,10
latched_rd_reg[0]/CK,cpuregs_reg[4][7]/SE,0.303,8
reg_pc_reg[7]/CK,cpuregs_reg[13][9]/D,0.359,8
reg_pc_reg[7]/CK,cpuregs_reg[9][9]/D,0.36,8
count_cycle_reg[18]/CK,count_cycle_reg[34]/D,0.339,9
cpu_state_reg[0]/CK,cpuregs_reg[23][15]/D,0.391,12
latched_rd_reg[0]/CK,cpuregs_reg[8][19]/SE,0.304,8
reg_pc_reg[12]/CK,cpuregs_reg[23][28]/D,0.447,14
cpu_state_reg[6]/CK,cpuregs_reg[1][16]/SE,0.318,10
reg_pc_reg[12]/CK,cpuregs_reg[14][23]/D,0.438,15
count_cycle_reg[18]/CK,count_cycle_reg[32]/D,0.338,10
reg_pc_reg[12]/CK,cpuregs_reg[10][23]/D,0.438,15
latched_rd_reg[0]/CK,cpuregs_reg[4][2]/SE,0.303,8
reg_pc_reg[7]/CK,cpuregs_reg[8][9]/D,0.36,8
cpu_state_reg[0]/CK,cpuregs_reg[7][11]/D,0.413,14
reg_pc_reg[7]/CK,cpuregs_reg[2][9]/D,0.409,10
latched_rd_reg[0]/CK,cpuregs_reg[4][5]/SE,0.303,8
latched_rd_reg[0]/CK,cpuregs_reg[4][3]/SE,0.303,8
latched_rd_reg[0]/CK,cpuregs_reg[4][1]/SE,0.303,8
latched_rd_reg[0]/CK,cpuregs_reg[17][24]/SE,0.331,9
latched_rd_reg[0]/CK,cpuregs_reg[12][5]/SE,0.302,8
latched_rd_reg[0]/CK,cpuregs_reg[12][4]/SE,0.302,8
latched_rd_reg[0]/CK,cpuregs_reg[8][24]/SE,0.353,9
mem_valid_reg/CK,mem_rdata_q_reg[30]/SE,0.291,5
reg_pc_reg[7]/CK,cpuregs_reg[14][9]/D,0.41,10
reg_op2_reg[5]/CK,mem_wdata_reg[29]/D,0.303,6
count_cycle_reg[18]/CK,count_cycle_reg[36]/D,0.338,10
latched_rd_reg[0]/CK,cpuregs_reg[8][8]/SE,0.289,8
mem_valid_reg/CK,mem_rdata_q_reg[31]/SE,0.291,5
cpu_state_reg[0]/CK,cpuregs_reg[7][22]/D,0.415,13
mem_rdata_q_reg[26]/CK,is_sll_srl_sra_reg/SI,0.304,6
count_cycle_reg[18]/CK,count_cycle_reg[30]/D,0.351,8
reg_pc_reg[7]/CK,cpuregs_reg[29][12]/D,0.386,11
latched_rd_reg[0]/CK,cpuregs_reg[8][15]/SE,0.353,9
cpu_state_reg[0]/CK,cpuregs_reg[7][12]/D,0.412,14
latched_rd_reg[0]/CK,cpuregs_reg[8][14]/SE,0.353,9
latched_rd_reg[0]/CK,cpuregs_reg[12][2]/SE,0.301,8
latched_rd_reg[0]/CK,cpuregs_reg[8][9]/SE,0.353,9
cpu_state_reg[6]/CK,reg_pc_reg[29]/D,0.346,7
cpu_state_reg[6]/CK,reg_pc_reg[27]/D,0.348,7
reg_pc_reg[12]/CK,cpuregs_reg[5][31]/D,0.434,14
reg_pc_reg[12]/CK,cpuregs_reg[11][29]/D,0.44,14
cpu_state_reg[6]/CK,reg_pc_reg[20]/D,0.348,7
count_instr_reg[3]/CK,count_instr_reg[22]/D,0.364,9
reg_pc_reg[12]/CK,cpuregs_reg[2][25]/D,0.409,13
latched_rd_reg[0]/CK,cpuregs_reg[12][24]/SE,0.347,9
cpu_state_reg[0]/CK,cpuregs_reg[6][30]/D,0.411,13
count_cycle_reg[18]/CK,count_cycle_reg[41]/D,0.336,9
cpu_state_reg[6]/CK,reg_pc_reg[21]/D,0.347,7
mem_rdata_q_reg[26]/CK,instr_sltu_reg/D,0.335,8
cpu_state_reg[0]/CK,cpuregs_reg[7][8]/D,0.411,14
cpu_state_reg[6]/CK,reg_pc_reg[19]/D,0.348,7
latched_rd_reg[0]/CK,cpuregs_reg[11][30]/D,0.405,13
reg_pc_reg[12]/CK,cpuregs_reg[15][29]/D,0.43,13
cpu_state_reg[0]/CK,cpuregs_reg[20][16]/D,0.416,13
mem_rdata_q_reg[26]/CK,instr_slt_reg/D,0.335,8
reg_pc_reg[12]/CK,cpuregs_reg[4][31]/D,0.433,14
count_instr_reg[17]/CK,count_instr_reg[31]/D,0.345,9
cpu_state_reg[0]/CK,cpuregs_reg[7][13]/D,0.41,14
latched_rd_reg[0]/CK,cpuregs_reg[9][23]/SE,0.358,10
reg_pc_reg[12]/CK,cpuregs_reg[26][25]/D,0.409,13
count_instr_reg[3]/CK,count_instr_reg[21]/D,0.362,9
mem_valid_reg/CK,mem_rdata_q_reg[15]/SE,0.29,5
cpu_state_reg[6]/CK,cpuregs_reg[1][21]/SE,0.313,10
reg_op1_reg[0]/CK,reg_out_reg[1]/D,0.336,10
cpu_state_reg[0]/CK,cpuregs_reg[7][28]/D,0.415,13
cpu_state_reg[6]/CK,cpuregs_reg[1][20]/SE,0.312,10
count_cycle_reg[18]/CK,count_cycle_reg[40]/D,0.335,9
instr_jal_reg/CK,decoded_imm_reg[15]/D,0.35,6
latched_rd_reg[0]/CK,cpuregs_reg[8][22]/SE,0.303,8
latched_rd_reg[0]/CK,cpuregs_reg[12][19]/SE,0.302,8
latched_rd_reg[0]/CK,cpuregs_reg[8][20]/SE,0.304,8
reg_pc_reg[12]/CK,cpuregs_reg[27][25]/D,0.408,13
latched_rd_reg[0]/CK,cpuregs_reg[17][18]/SE,0.331,9
cpu_state_reg[6]/CK,cpuregs_reg[1][22]/SE,0.313,10
latched_stalu_reg/CK,cpuregs_reg[9][3]/D,0.313,8
latched_rd_reg[0]/CK,cpuregs_reg[12][12]/SE,0.347,9
mem_rdata_q_reg[26]/CK,instr_add_reg/D,0.334,8
reg_pc_reg[12]/CK,cpuregs_reg[10][25]/D,0.408,13
count_instr_reg[3]/CK,count_instr_reg[26]/D,0.36,9
latched_rd_reg[0]/CK,cpuregs_reg[5][18]/SE,0.355,10
mem_rdata_q_reg[26]/CK,instr_xor_reg/D,0.335,8
cpu_state_reg[6]/CK,reg_pc_reg[15]/D,0.346,7
reg_pc_reg[7]/CK,cpuregs_reg[15][13]/D,0.403,11
mem_rdata_q_reg[14]/CK,instr_rdinstrh_reg/D,0.348,8
cpu_state_reg[6]/CK,cpuregs_reg[1][19]/SE,0.312,10
count_instr_reg[3]/CK,count_instr_reg[25]/D,0.36,9
latched_stalu_reg/CK,cpuregs_reg[12][3]/D,0.313,8
count_instr_reg[48]/CK,count_instr_reg[59]/D,0.342,10
latched_rd_reg[0]/CK,cpuregs_reg[8][18]/SE,0.353,9
count_instr_reg[3]/CK,count_instr_reg[19]/D,0.361,9
latched_stalu_reg/CK,cpuregs_reg[8][3]/D,0.313,8
cpu_state_reg[0]/CK,cpuregs_reg[7][15]/D,0.41,14
latched_rd_reg[0]/CK,cpuregs_reg[4][11]/SE,0.296,8
cpu_state_reg[6]/CK,count_instr_reg[53]/D,0.355,9
count_instr_reg[48]/CK,count_instr_reg[63]/D,0.343,10
reg_pc_reg[7]/CK,cpuregs_reg[2][15]/D,0.409,11
latched_stalu_reg/CK,cpuregs_reg[13][3]/D,0.312,8
latched_rd_reg[0]/CK,cpuregs_reg[4][20]/SE,0.303,8
reg_pc_reg[12]/CK,cpuregs_reg[16][16]/D,0.359,11
reg_pc_reg[12]/CK,cpuregs_reg[4][29]/D,0.426,13
reg_pc_reg[12]/CK,cpuregs_reg[2][29]/D,0.43,13
reg_pc_reg[12]/CK,cpuregs_reg[6][29]/D,0.431,13
reg_pc_reg[12]/CK,cpuregs_reg[11][28]/D,0.404,12
count_instr_reg[48]/CK,count_instr_reg[62]/D,0.345,10
latched_rd_reg[0]/CK,cpuregs_reg[8][21]/SE,0.304,8
reg_op1_reg[3]/CK,alu_out_q_reg[4]/D,0.338,11
mem_do_rinst_reg/CK,mem_addr_reg[27]/SI,0.333,11
reg_pc_reg[7]/CK,cpuregs_reg[2][13]/D,0.403,11
mem_do_rinst_reg/CK,mem_addr_reg[4]/SE,0.309,10
count_cycle_reg[18]/CK,count_cycle_reg[31]/D,0.339,8
cpu_state_reg[6]/CK,count_instr_reg[49]/D,0.355,9
cpu_state_reg[0]/CK,cpuregs_reg[15][23]/D,0.415,13
mem_do_wdata_reg/CK,mem_wdata_reg[30]/SE,0.28,6
count_instr_reg[48]/CK,count_instr_reg[61]/D,0.341,10
latched_rd_reg[0]/CK,cpuregs_reg[4][23]/SE,0.355,9
instr_sub_reg/CK,alu_out_q_reg[1]/D,0.352,6
reg_pc_reg[12]/CK,cpuregs_reg[3][29]/D,0.433,14
count_instr_reg[3]/CK,count_instr_reg[48]/D,0.362,11
latched_rd_reg[0]/CK,cpuregs_reg[4][19]/SE,0.303,8
cpu_state_reg[6]/CK,cpuregs_reg[1][6]/SE,0.318,10
reg_pc_reg[7]/CK,cpuregs_reg[14][13]/D,0.403,11
reg_pc_reg[12]/CK,cpuregs_reg[17][16]/D,0.359,11
latched_stalu_reg/CK,cpuregs_reg[17][3]/D,0.316,8
latched_stalu_reg/CK,cpuregs_reg[16][3]/D,0.316,8
count_instr_reg[3]/CK,count_instr_reg[28]/D,0.359,9
count_instr_reg[3]/CK,count_instr_reg[42]/D,0.358,11
cpu_state_reg[6]/CK,count_instr_reg[55]/D,0.354,9
latched_rd_reg[0]/CK,cpuregs_reg[12][13]/SE,0.347,9
count_instr_reg[3]/CK,count_instr_reg[32]/D,0.349,8
latched_rd_reg[0]/CK,cpuregs_reg[4][22]/SE,0.302,8
count_instr_reg[33]/CK,count_instr_reg[56]/D,0.352,9
cpu_state_reg[6]/CK,cpuregs_reg[1][4]/SE,0.318,10
reg_pc_reg[12]/CK,cpuregs_reg[7][29]/D,0.432,13
cpu_state_reg[6]/CK,count_instr_reg[57]/D,0.355,9
reg_pc_reg[12]/CK,cpuregs_reg[15][25]/D,0.404,12
mem_rdata_q_reg[26]/CK,instr_or_reg/D,0.333,8
latched_rd_reg[0]/CK,cpuregs_reg[7][18]/D,0.403,15
count_instr_reg[3]/CK,count_instr_reg[29]/D,0.345,10
latched_rd_reg[0]/CK,cpuregs_reg[4][21]/SE,0.302,8
latched_rd_reg[0]/CK,cpuregs_reg[12][9]/SE,0.346,9
cpu_state_reg[6]/CK,cpuregs_reg[1][24]/SE,0.301,9
latched_rd_reg[0]/CK,cpuregs_reg[7][24]/D,0.403,15
mem_valid_reg/CK,mem_rdata_q_reg[28]/SE,0.287,5
mem_do_rinst_reg/CK,mem_addr_reg[13]/SI,0.33,10
latched_rd_reg[0]/CK,cpuregs_reg[12][15]/SE,0.346,9
count_cycle_reg[18]/CK,count_cycle_reg[50]/D,0.348,9
count_instr_reg[33]/CK,count_instr_reg[60]/D,0.352,9
count_cycle_reg[18]/CK,count_cycle_reg[49]/D,0.35,9
count_cycle_reg[18]/CK,count_cycle_reg[56]/D,0.347,9
reg_pc_reg[12]/CK,cpuregs_reg[14][29]/D,0.431,13
cpu_state_reg[6]/CK,cpuregs_reg[1][2]/SE,0.318,10
reg_pc_reg[12]/CK,cpuregs_reg[1][31]/D,0.433,14
count_cycle_reg[18]/CK,count_cycle_reg[48]/D,0.349,9
count_cycle_reg[18]/CK,count_cycle_reg[52]/D,0.348,9
latched_rd_reg[0]/CK,cpuregs_reg[8][23]/SE,0.353,9
latched_stalu_reg/CK,cpuregs_reg[1][3]/D,0.312,8
count_cycle_reg[18]/CK,count_cycle_reg[54]/D,0.348,9
cpu_state_reg[6]/CK,cpuregs_reg[1][7]/SE,0.318,10
count_cycle_reg[18]/CK,count_cycle_reg[57]/D,0.342,9
count_cycle_reg[18]/CK,count_cycle_reg[58]/D,0.347,9
reg_pc_reg[12]/CK,cpuregs_reg[12][31]/D,0.432,14
reg_pc_reg[12]/CK,cpuregs_reg[9][27]/D,0.401,11
reg_pc_reg[12]/CK,cpuregs_reg[1][27]/D,0.399,11
reg_pc_reg[12]/CK,cpuregs_reg[12][24]/D,0.351,11
mem_do_wdata_reg/CK,mem_wdata_reg[15]/D,0.336,9
reg_pc_reg[12]/CK,cpuregs_reg[13][31]/D,0.432,14
reg_pc_reg[7]/CK,cpuregs_reg[15][15]/D,0.407,11
latched_rd_reg[0]/CK,cpuregs_reg[12][20]/SE,0.3,8
reg_pc_reg[7]/CK,cpuregs_reg[14][15]/D,0.408,11
latched_rd_reg[0]/CK,cpuregs_reg[12][18]/SE,0.347,9
count_instr_reg[3]/CK,count_instr_reg[54]/D,0.358,11
cpu_state_reg[6]/CK,reg_pc_reg[13]/D,0.343,7
count_instr_reg[3]/CK,count_instr_reg[23]/D,0.356,10
reg_pc_reg[7]/CK,cpuregs_reg[15][9]/D,0.404,10
count_instr_reg[3]/CK,count_instr_reg[58]/D,0.359,11
reg_pc_reg[7]/CK,cpuregs_reg[12][12]/D,0.351,8
count_cycle_reg[3]/CK,count_cycle_reg[9]/D,0.346,7
latched_rd_reg[0]/CK,cpuregs_reg[12][14]/SE,0.345,9
count_cycle_reg[18]/CK,count_cycle_reg[59]/D,0.347,9
mem_do_wdata_reg/CK,mem_wdata_reg[12]/D,0.335,9
reg_pc_reg[7]/CK,cpuregs_reg[8][12]/D,0.351,8
reg_pc_reg[12]/CK,cpuregs_reg[23][29]/D,0.433,13
reg_pc_reg[7]/CK,cpuregs_reg[27][15]/D,0.408,11
count_cycle_reg[18]/CK,count_cycle_reg[55]/D,0.34,9
reg_pc_reg[12]/CK,cpuregs_reg[18][29]/D,0.433,13
reg_pc_reg[7]/CK,cpuregs_reg[13][12]/D,0.351,8
cpu_state_reg[6]/CK,cpuregs_reg[1][17]/SE,0.319,10
reg_pc_reg[7]/CK,cpuregs_reg[9][12]/D,0.351,8
latched_stalu_reg/CK,cpuregs_reg[5][3]/D,0.311,8
reg_pc_reg[7]/CK,cpuregs_reg[29][9]/D,0.405,10
mem_wordsize_reg[0]/CK,mem_wdata_reg[23]/D,0.338,6
mem_rdata_q_reg[14]/CK,instr_rdcycleh_reg/D,0.349,8
latched_stalu_reg/CK,cpuregs_reg[4][3]/D,0.312,8
reg_pc_reg[12]/CK,cpuregs_reg[12][16]/D,0.358,11
count_cycle_reg[18]/CK,count_cycle_reg[60]/D,0.346,9
mem_rdata_q_reg[26]/CK,instr_and_reg/D,0.331,8
latched_store_reg/CK,reg_next_pc_reg[1]/D,0.351,8
reg_pc_reg[12]/CK,cpuregs_reg[8][24]/D,0.352,11
reg_pc_reg[12]/CK,cpuregs_reg[10][24]/D,0.397,14
mem_do_wdata_reg/CK,mem_wdata_reg[14]/D,0.336,9
mem_wordsize_reg[0]/CK,mem_wdata_reg[22]/D,0.338,6
count_cycle_reg[18]/CK,count_cycle_reg[51]/D,0.347,9
count_instr_reg[3]/CK,count_instr_reg[52]/D,0.358,11
cpu_state_reg[6]/CK,count_instr_reg[9]/D,0.337,8
cpu_state_reg[0]/CK,cpuregs_reg[11][10]/D,0.405,13
cpu_state_reg[6]/CK,count_instr_reg[50]/D,0.354,9
cpu_state_reg[6]/CK,count_instr_reg[13]/D,0.337,8
mem_valid_reg/CK,mem_rdata_q_reg[19]/SE,0.291,5
mem_valid_reg/CK,mem_rdata_q_reg[18]/SE,0.291,5
mem_valid_reg/CK,mem_rdata_q_reg[17]/SE,0.291,5
count_cycle_reg[18]/CK,count_cycle_reg[53]/D,0.348,9
mem_wordsize_reg[0]/CK,mem_wdata_reg[17]/D,0.337,6
mem_valid_reg/CK,mem_rdata_q_reg[16]/SE,0.291,5
reg_pc_reg[12]/CK,cpuregs_reg[3][30]/D,0.402,14
reg_pc_reg[7]/CK,cpuregs_reg[5][12]/D,0.349,8
cpu_state_reg[6]/CK,count_instr_reg[15]/D,0.337,8
cpu_state_reg[6]/CK,count_instr_reg[11]/D,0.336,8
latched_rd_reg[0]/CK,cpuregs_reg[12][22]/SE,0.298,8
mem_wordsize_reg[0]/CK,mem_wdata_reg[21]/D,0.337,6
reg_pc_reg[12]/CK,cpuregs_reg[14][30]/D,0.404,14
cpu_state_reg[6]/CK,count_instr_reg[10]/D,0.336,8
count_instr_reg[3]/CK,count_instr_reg[24]/D,0.354,9
latched_rd_reg[0]/CK,cpuregs_reg[4][17]/SE,0.296,8
reg_pc_reg[12]/CK,cpuregs_reg[4][24]/D,0.352,11
mem_do_wdata_reg/CK,mem_wdata_reg[13]/D,0.334,9
latched_rd_reg[0]/CK,cpuregs_reg[12][21]/SE,0.299,8
cpu_state_reg[6]/CK,cpuregs_reg[1][14]/SE,0.349,10
cpu_state_reg[6]/CK,cpuregs_reg[1][13]/SE,0.349,10
reg_pc_reg[12]/CK,cpuregs_reg[15][31]/D,0.42,13
cpu_state_reg[6]/CK,count_instr_reg[12]/D,0.336,8
count_cycle_reg[18]/CK,count_cycle_reg[27]/D,0.341,8
reg_pc_reg[12]/CK,cpuregs_reg[10][29]/D,0.432,14
reg_pc_reg[12]/CK,cpuregs_reg[13][27]/D,0.398,11
count_instr_reg[3]/CK,count_instr_reg[20]/D,0.355,9
decoder_trigger_reg/CK,decoded_imm_reg[25]/D,0.334,8
count_cycle_reg[18]/CK,count_cycle_reg[28]/D,0.341,8
cpu_state_reg[6]/CK,cpuregs_reg[1][11]/SE,0.301,9
latched_rd_reg[0]/CK,cpuregs_reg[12][10]/SE,0.339,9
reg_pc_reg[12]/CK,cpuregs_reg[15][30]/D,0.402,14
count_instr_reg[3]/CK,count_instr_reg[18]/D,0.354,9
cpu_state_reg[6]/CK,count_instr_reg[14]/D,0.336,8
mem_valid_reg/CK,mem_rdata_q_reg[22]/SE,0.29,5
reg_pc_reg[12]/CK,cpuregs_reg[11][18]/D,0.397,13
mem_wordsize_reg[0]/CK,mem_wdata_reg[26]/D,0.319,6
mem_valid_reg/CK,mem_rdata_q_reg[9]/SE,0.289,5
mem_valid_reg/CK,mem_rdata_q_reg[20]/SE,0.289,5
reg_pc_reg[12]/CK,cpuregs_reg[7][30]/D,0.405,14
cpu_state_reg[0]/CK,cpuregs_reg[10][11]/D,0.406,13
reg_pc_reg[7]/CK,cpuregs_reg[4][12]/D,0.347,8
mem_valid_reg/CK,mem_rdata_q_reg[23]/SE,0.289,5
mem_valid_reg/CK,mem_rdata_q_reg[11]/SE,0.289,5
mem_valid_reg/CK,mem_rdata_q_reg[24]/SE,0.289,5
mem_valid_reg/CK,mem_rdata_q_reg[10]/SE,0.289,5
reg_pc_reg[12]/CK,cpuregs_reg[13][18]/D,0.356,10
count_instr_reg[3]/CK,count_instr_reg[27]/D,0.358,10
count_instr_reg[3]/CK,count_instr_reg[30]/D,0.358,10
cpu_state_reg[6]/CK,count_instr_reg[51]/D,0.354,9
latched_rd_reg[0]/CK,cpuregs_reg[4][25]/D,0.4,11
reg_pc_reg[12]/CK,cpuregs_reg[8][27]/D,0.399,11
