Launch Point, Capturing point, Data Path Delay, Number of cominational cells in data path
reg_pc_reg[7]/CK,cpuregs_reg[24][14]/D,0.411,11
latched_rd_reg[0]/CK,cpuregs_reg[5][3]/SE,0.325,9
mem_do_rinst_reg/CK,mem_addr_reg[17]/SI,0.314,9
mem_do_rinst_reg/CK,mem_addr_reg[11]/SI,0.312,10
reg_pc_reg[12]/CK,cpuregs_reg[15][28]/D,0.444,14
latched_rd_reg[0]/CK,cpuregs_reg[13][12]/SE,0.376,10
reg_pc_reg[12]/CK,cpuregs_reg[6][23]/D,0.439,15
latched_rd_reg[0]/CK,cpuregs_reg[9][20]/SE,0.328,9
latched_rd_reg[0]/CK,cpuregs_reg[5][4]/SE,0.325,9
latched_rd_reg[0]/CK,cpuregs_reg[5][1]/SE,0.325,9
reg_pc_reg[12]/CK,cpuregs_reg[5][23]/D,0.392,12
reg_pc_reg[12]/CK,cpuregs_reg[1][23]/D,0.392,12
reg_pc_reg[12]/CK,cpuregs_reg[3][23]/D,0.436,15
latched_rd_reg[0]/CK,cpuregs_reg[9][5]/SE,0.326,9
latched_rd_reg[0]/CK,cpuregs_reg[9][4]/SE,0.326,9
mem_valid_reg/CK,cpu_state_reg[1]/D,0.374,12
latched_rd_reg[0]/CK,cpuregs_reg[5][5]/SE,0.325,9
cpu_state_reg[0]/CK,cpuregs_reg[15][3]/D,0.384,11
mem_do_rinst_reg/CK,mem_addr_reg[16]/SI,0.314,9
latched_rd_reg[0]/CK,cpuregs_reg[5][2]/SE,0.325,9
reg_pc_reg[12]/CK,cpuregs_reg[9][18]/D,0.388,11
reg_pc_reg[7]/CK,cpuregs_reg[28][14]/D,0.406,10
mem_do_rinst_reg/CK,mem_addr_reg[15]/SI,0.317,9
cpu_state_reg[0]/CK,cpuregs_reg[7][3]/D,0.381,11
reg_pc_reg[8]/CK,cpuregs_reg[4][11]/D,0.325,7
cpu_state_reg[0]/CK,cpuregs_reg[21][5]/D,0.386,12
latched_rd_reg[0]/CK,cpuregs_reg[9][2]/SE,0.324,9
latched_rd_reg[0]/CK,cpuregs_reg[7][5]/D,0.379,12
mem_do_rinst_reg/CK,mem_addr_reg[7]/SI,0.314,10
cpu_state_reg[0]/CK,cpuregs_reg[21][4]/D,0.385,12
cpu_state_reg[0]/CK,cpuregs_reg[30][31]/D,0.387,12
latched_rd_reg[0]/CK,cpuregs_reg[5][17]/SE,0.325,9
reg_pc_reg[8]/CK,cpuregs_reg[5][11]/D,0.325,7
latched_rd_reg[0]/CK,cpuregs_reg[9][19]/SE,0.328,9
reg_pc_reg[7]/CK,cpuregs_reg[17][12]/D,0.355,8
reg_pc_reg[7]/CK,cpuregs_reg[16][12]/D,0.355,8
mem_do_rinst_reg/CK,mem_addr_reg[12]/SI,0.31,9
cpu_state_reg[0]/CK,cpuregs_reg[21][2]/D,0.388,12
reg_pc_reg[7]/CK,cpuregs_reg[18][9]/D,0.406,10
latched_rd_reg[0]/CK,cpuregs_reg[9][1]/SE,0.324,9
reg_pc_reg[12]/CK,cpuregs_reg[4][23]/D,0.391,12
mem_do_rinst_reg/CK,mem_addr_reg[19]/SI,0.329,9
cpu_state_reg[0]/CK,cpuregs_reg[21][1]/D,0.384,12
reg_pc_reg[8]/CK,cpuregs_reg[1][11]/D,0.324,7
cpu_state_reg[0]/CK,cpuregs_reg[3][4]/D,0.379,11
latched_rd_reg[0]/CK,cpuregs_reg[13][13]/SE,0.376,10
latched_rd_reg[0]/CK,cpuregs_reg[13][15]/SE,0.375,10
cpu_state_reg[0]/CK,cpuregs_reg[3][11]/D,0.386,12
latched_rd_reg[0]/CK,cpuregs_reg[13][9]/SE,0.375,10
reg_pc_reg[7]/CK,cpuregs_reg[5][14]/D,0.383,9
reg_pc_reg[12]/CK,cpuregs_reg[12][18]/D,0.388,11
reg_pc_reg[12]/CK,cpuregs_reg[1][18]/D,0.389,11
mem_do_rinst_reg/CK,mem_addr_reg[29]/SI,0.308,10
mem_do_rinst_reg/CK,mem_addr_reg[21]/SI,0.316,9
latched_rd_reg[0]/CK,cpuregs_reg[28][18]/D,0.404,12
reg_pc_reg[12]/CK,cpuregs_reg[24][24]/D,0.404,14
reg_pc_reg[7]/CK,cpuregs_reg[4][14]/D,0.383,9
reg_pc_reg[12]/CK,cpuregs_reg[5][18]/D,0.389,11
reg_pc_reg[7]/CK,cpuregs_reg[1][14]/D,0.383,9
cpu_state_reg[0]/CK,cpuregs_reg[7][0]/D,0.379,11
latched_rd_reg[0]/CK,cpuregs_reg[5][20]/SE,0.325,9
cpu_state_reg[0]/CK,cpuregs_reg[31][3]/D,0.384,11
cpu_state_reg[0]/CK,cpuregs_reg[7][4]/D,0.381,11
reg_pc_reg[12]/CK,cpuregs_reg[8][18]/D,0.388,11
reg_pc_reg[12]/CK,cpuregs_reg[29][16]/D,0.38,13
reg_pc_reg[7]/CK,cpuregs_reg[11][9]/D,0.43,11
mem_do_rinst_reg/CK,mem_addr_reg[23]/SI,0.309,9
latched_rd_reg[0]/CK,cpuregs_reg[13][14]/SE,0.374,10
reg_pc_reg[12]/CK,cpuregs_reg[4][18]/D,0.389,11
latched_rd_reg[0]/CK,cpuregs_reg[5][19]/SE,0.325,9
cpu_state_reg[0]/CK,cpuregs_reg[3][1]/D,0.379,11
reg_pc_reg[7]/CK,cpuregs_reg[12][14]/D,0.385,9
reg_pc_reg[7]/CK,cpuregs_reg[17][14]/D,0.385,9
cpu_state_reg[0]/CK,cpuregs_reg[3][0]/D,0.379,11
reg_pc_reg[12]/CK,cpuregs_reg[25][24]/D,0.404,14
reg_pc_reg[7]/CK,cpuregs_reg[13][14]/D,0.384,9
reg_pc_reg[7]/CK,cpuregs_reg[9][14]/D,0.385,9
reg_pc_reg[7]/CK,cpuregs_reg[8][14]/D,0.385,9
cpu_state_reg[0]/CK,cpuregs_reg[31][1]/D,0.382,12
cpu_state_reg[0]/CK,cpuregs_reg[3][5]/D,0.379,11
mem_do_rinst_reg/CK,mem_addr_reg[3]/SI,0.31,9
reg_pc_reg[2]/CK,cpuregs_reg[13][7]/D,0.326,9
cpu_state_reg[0]/CK,cpuregs_reg[3][2]/D,0.379,11
reg_pc_reg[7]/CK,cpuregs_reg[30][14]/D,0.406,10
cpu_state_reg[0]/CK,cpuregs_reg[3][6]/D,0.379,11
cpu_state_reg[0]/CK,cpuregs_reg[3][3]/D,0.378,11
mem_do_rinst_reg/CK,mem_addr_reg[10]/SI,0.358,9
reg_pc_reg[2]/CK,cpuregs_reg[9][7]/D,0.326,9
reg_pc_reg[12]/CK,cpuregs_reg[11][27]/D,0.429,13
cpu_state_reg[0]/CK,cpuregs_reg[2][7]/D,0.383,11
mem_do_rinst_reg/CK,mem_addr_reg[9]/SI,0.308,9
reg_pc_reg[2]/CK,cpuregs_reg[12][7]/D,0.326,9
reg_pc_reg[2]/CK,cpuregs_reg[8][5]/D,0.326,8
latched_rd_reg[0]/CK,cpuregs_reg[5][21]/SE,0.325,9
latched_rd_reg[0]/CK,cpuregs_reg[5][22]/SE,0.325,9
reg_pc_reg[2]/CK,cpuregs_reg[8][7]/D,0.325,9
reg_pc_reg[2]/CK,cpuregs_reg[9][5]/D,0.326,8
reg_pc_reg[2]/CK,cpuregs_reg[12][5]/D,0.326,8
cpu_state_reg[0]/CK,cpuregs_reg[7][2]/D,0.382,12
latched_rd_reg[0]/CK,cpuregs_reg[23][18]/D,0.399,12
latched_rd_reg[0]/CK,cpuregs_reg[9][16]/SE,0.317,9
reg_pc_reg[7]/CK,cpuregs_reg[31][13]/D,0.406,11
latched_rd_reg[0]/CK,cpuregs_reg[13][18]/SE,0.376,10
cpu_state_reg[0]/CK,cpuregs_reg[30][5]/D,0.381,11
mem_do_rinst_reg/CK,mem_addr_reg[4]/SI,0.315,9
cpu_state_reg[0]/CK,cpuregs_reg[22][13]/D,0.406,12
reg_pc_reg[2]/CK,cpuregs_reg[16][7]/D,0.331,9
cpu_state_reg[0]/CK,cpuregs_reg[7][1]/D,0.38,12
reg_pc_reg[2]/CK,cpuregs_reg[17][7]/D,0.331,9
mem_do_rinst_reg/CK,mem_addr_reg[2]/SI,0.309,9
cpu_state_reg[0]/CK,cpuregs_reg[22][8]/D,0.407,12
reg_pc_reg[7]/CK,cpuregs_reg[18][13]/D,0.406,11
reg_pc_reg[7]/CK,cpuregs_reg[20][13]/D,0.406,11
reg_pc_reg[7]/CK,cpuregs_reg[28][13]/D,0.406,11
cpu_state_reg[0]/CK,cpuregs_reg[30][7]/D,0.383,11
reg_pc_reg[12]/CK,cpuregs_reg[16][18]/D,0.361,10
reg_pc_reg[7]/CK,cpuregs_reg[16][8]/D,0.353,8
reg_pc_reg[2]/CK,cpuregs_reg[17][5]/D,0.324,8
latched_rd_reg[0]/CK,cpuregs_reg[22][24]/D,0.405,12
reg_pc_reg[12]/CK,cpuregs_reg[17][18]/D,0.36,10
reg_pc_reg[7]/CK,cpuregs_reg[25][13]/D,0.404,11
mem_valid_reg/CK,instr_lui_reg/D,0.37,13
mem_valid_reg/CK,mem_wordsize_reg[0]/D,0.361,12
reg_pc_reg[12]/CK,cpuregs_reg[18][24]/D,0.4,14
reg_pc_reg[12]/CK,cpuregs_reg[3][18]/D,0.424,14
reg_pc_reg[2]/CK,cpuregs_reg[16][5]/D,0.323,8
cpu_state_reg[0]/CK,cpuregs_reg[22][14]/D,0.403,12
mem_valid_reg/CK,instr_auipc_reg/D,0.369,13
reg_pc_reg[7]/CK,cpuregs_reg[17][8]/D,0.353,8
reg_pc_reg[12]/CK,cpuregs_reg[26][24]/D,0.401,14
reg_pc_reg[12]/CK,cpuregs_reg[10][18]/D,0.422,14
reg_pc_reg[12]/CK,cpuregs_reg[24][18]/D,0.401,13
reg_pc_reg[7]/CK,cpuregs_reg[25][9]/D,0.405,10
reg_pc_reg[7]/CK,cpuregs_reg[25][14]/D,0.406,11
cpu_state_reg[0]/CK,cpuregs_reg[3][13]/D,0.429,14
cpu_state_reg[0]/CK,cpuregs_reg[13][5]/SE,0.338,9
reg_pc_reg[12]/CK,cpuregs_reg[15][18]/D,0.425,14
reg_pc_reg[12]/CK,cpuregs_reg[18][27]/D,0.427,13
reg_pc_reg[7]/CK,cpuregs_reg[27][9]/D,0.402,10
decoded_imm_reg[1]/CK,reg_out_reg[2]/D,0.361,10
cpu_state_reg[0]/CK,cpuregs_reg[14][6]/D,0.382,12
cpu_state_reg[0]/CK,cpuregs_reg[30][0]/D,0.376,11
reg_pc_reg[7]/CK,cpuregs_reg[19][13]/D,0.405,11
cpu_state_reg[0]/CK,cpuregs_reg[3][14]/D,0.428,14
reg_pc_reg[12]/CK,cpuregs_reg[20][18]/D,0.395,13
cpu_state_reg[0]/CK,cpuregs_reg[30][3]/D,0.378,11
cpu_state_reg[0]/CK,cpuregs_reg[21][6]/D,0.382,12
reg_pc_reg[12]/CK,cpuregs_reg[28][24]/D,0.399,14
cpu_state_reg[0]/CK,cpuregs_reg[13][10]/SE,0.338,9
mem_valid_reg/CK,cpu_state_reg[5]/D,0.373,12
cpu_state_reg[0]/CK,cpuregs_reg[31][2]/D,0.378,12
cpu_state_reg[0]/CK,cpuregs_reg[30][4]/D,0.376,11
cpu_state_reg[0]/CK,cpuregs_reg[14][3]/D,0.374,11
cpu_state_reg[0]/CK,cpuregs_reg[14][4]/D,0.373,11
reg_pc_reg[12]/CK,cpuregs_reg[20][24]/D,0.397,14
reg_pc_reg[7]/CK,cpuregs_reg[30][13]/D,0.403,11
cpu_state_reg[0]/CK,cpuregs_reg[21][7]/D,0.383,12
latched_rd_reg[0]/CK,cpuregs_reg[19][12]/D,0.398,13
reg_pc_reg[7]/CK,cpuregs_reg[23][14]/D,0.396,10
reg_pc_reg[12]/CK,cpuregs_reg[21][25]/D,0.398,12
latched_rd_reg[0]/CK,cpuregs_reg[19][15]/D,0.396,13
cpu_state_reg[0]/CK,cpuregs_reg[14][0]/D,0.373,11
reg_pc_reg[12]/CK,cpuregs_reg[20][25]/D,0.398,12
reg_pc_reg[7]/CK,cpuregs_reg[19][14]/D,0.396,10
reg_pc_reg[2]/CK,cpuregs_reg[5][7]/D,0.324,9
cpu_state_reg[0]/CK,cpuregs_reg[14][5]/D,0.375,11
reg_pc_reg[12]/CK,cpuregs_reg[17][24]/D,0.353,11
reg_pc_reg[12]/CK,cpuregs_reg[2][18]/D,0.424,14
latched_rd_reg[0]/CK,cpuregs_reg[19][8]/D,0.396,13
reg_pc_reg[12]/CK,cpuregs_reg[28][25]/D,0.4,12
latched_rd_reg[0]/CK,cpuregs_reg[27][24]/D,0.4,12
mem_do_rinst_reg/CK,mem_addr_reg[31]/SI,0.31,10
reg_pc_reg[2]/CK,cpuregs_reg[13][5]/D,0.322,8
reg_pc_reg[2]/CK,cpuregs_reg[5][5]/D,0.322,8
latched_rd_reg[0]/CK,cpuregs_reg[9][21]/SE,0.323,9
cpu_state_reg[0]/CK,cpuregs_reg[14][7]/D,0.376,11
latched_rd_reg[0]/CK,cpuregs_reg[31][24]/D,0.401,12
latched_store_reg/CK,cpuregs_reg[8][0]/D,0.33,9
latched_rd_reg[0]/CK,cpuregs_reg[19][25]/D,0.395,13
latched_store_reg/CK,cpuregs_reg[13][0]/D,0.33,9
latched_store_reg/CK,cpuregs_reg[12][0]/D,0.33,9
latched_store_reg/CK,cpuregs_reg[9][0]/D,0.33,9
reg_pc_reg[2]/CK,cpuregs_reg[4][5]/D,0.322,8
cpu_state_reg[0]/CK,cpuregs_reg[30][2]/D,0.377,12
cpu_state_reg[0]/CK,cpuregs_reg[30][1]/D,0.377,12
decoded_imm_reg[1]/CK,reg_out_reg[3]/D,0.354,9
reg_pc_reg[12]/CK,cpuregs_reg[22][25]/D,0.397,12
reg_pc_reg[12]/CK,cpuregs_reg[29][24]/D,0.398,14
reg_pc_reg[12]/CK,cpuregs_reg[7][27]/D,0.423,13
cpu_state_reg[0]/CK,cpuregs_reg[30][6]/D,0.386,12
reg_pc_reg[7]/CK,cpuregs_reg[27][13]/D,0.402,11
reg_pc_reg[2]/CK,cpuregs_reg[1][5]/D,0.321,8
reg_pc_reg[12]/CK,cpuregs_reg[20][27]/D,0.424,13
reg_pc_reg[7]/CK,cpuregs_reg[10][9]/D,0.425,11
latched_rd_reg[0]/CK,cpuregs_reg[22][12]/D,0.399,12
reg_pc_reg[12]/CK,cpuregs_reg[18][25]/D,0.397,12
reg_pc_reg[12]/CK,cpuregs_reg[21][24]/D,0.395,14
reg_pc_reg[12]/CK,cpuregs_reg[25][25]/D,0.401,12
latched_stalu_reg/CK,reg_next_pc_reg[2]/D,0.378,14
reg_pc_reg[2]/CK,cpuregs_reg[4][7]/D,0.324,9
reg_pc_reg[12]/CK,cpuregs_reg[19][27]/D,0.423,13
reg_pc_reg[12]/CK,cpuregs_reg[23][24]/D,0.398,14
cpu_state_reg[0]/CK,cpuregs_reg[25][8]/D,0.401,12
reg_pc_reg[7]/CK,cpuregs_reg[5][13]/D,0.373,9
reg_pc_reg[7]/CK,cpuregs_reg[24][13]/D,0.403,11
reg_pc_reg[7]/CK,cpuregs_reg[1][13]/D,0.373,9
cpu_state_reg[0]/CK,cpuregs_reg[20][12]/D,0.404,11
reg_pc_reg[7]/CK,cpuregs_reg[4][13]/D,0.373,9
reg_pc_reg[7]/CK,cpuregs_reg[17][15]/D,0.343,8
reg_pc_reg[7]/CK,cpuregs_reg[7][9]/D,0.424,11
cpu_state_reg[0]/CK,cpuregs_reg[3][7]/D,0.375,12
cpu_state_reg[0]/CK,cpuregs_reg[20][8]/D,0.404,11
cpu_state_reg[0]/CK,cpuregs_reg[19][7]/D,0.378,12
reg_pc_reg[2]/CK,cpuregs_reg[10][6]/D,0.363,10
latched_rd_reg[0]/CK,cpuregs_reg[31][18]/D,0.395,12
latched_rd_reg[0]/CK,cpuregs_reg[30][18]/D,0.398,12
latched_rd_reg[0]/CK,cpuregs_reg[21][12]/D,0.399,13
reg_pc_reg[12]/CK,cpuregs_reg[29][18]/D,0.396,13
reg_pc_reg[7]/CK,cpuregs_reg[4][15]/D,0.375,9
reg_pc_reg[7]/CK,cpuregs_reg[1][15]/D,0.375,9
count_instr_reg[3]/CK,count_instr_reg[38]/D,0.362,11
cpu_state_reg[0]/CK,cpuregs_reg[19][0]/D,0.373,11
reg_pc_reg[12]/CK,cpuregs_reg[21][27]/D,0.424,13
cpu_state_reg[0]/CK,cpuregs_reg[15][0]/D,0.372,10
reg_pc_reg[7]/CK,cpuregs_reg[31][15]/D,0.402,11
latched_branch_reg/CK,cpuregs_reg[9][2]/D,0.329,11
latched_branch_reg/CK,cpuregs_reg[8][2]/D,0.329,11
cpu_state_reg[0]/CK,cpuregs_reg[19][4]/D,0.373,11
reg_pc_reg[7]/CK,cpuregs_reg[29][13]/D,0.396,11
count_instr_reg[3]/CK,count_instr_reg[40]/D,0.361,11
reg_pc_reg[12]/CK,cpuregs_reg[25][18]/D,0.394,13
reg_pc_reg[7]/CK,cpuregs_reg[9][13]/D,0.374,9
reg_pc_reg[7]/CK,cpuregs_reg[8][13]/D,0.374,9
reg_pc_reg[2]/CK,cpuregs_reg[1][7]/D,0.322,9
reg_pc_reg[12]/CK,cpuregs_reg[29][25]/D,0.396,12
latched_branch_reg/CK,cpuregs_reg[12][2]/D,0.329,11
cpu_state_reg[0]/CK,cpuregs_reg[28][11]/D,0.401,12
reg_pc_reg[7]/CK,cpuregs_reg[16][15]/D,0.376,9
reg_pc_reg[12]/CK,cpuregs_reg[23][25]/D,0.398,12
cpu_state_reg[0]/CK,cpuregs_reg[28][12]/D,0.401,12
latched_rd_reg[0]/CK,cpuregs_reg[9][22]/SE,0.319,9
reg_pc_reg[12]/CK,cpuregs_reg[30][24]/D,0.398,14
latched_store_reg/CK,cpuregs_reg[5][0]/D,0.329,9
reg_pc_reg[7]/CK,cpuregs_reg[29][15]/D,0.402,11
count_instr_reg[3]/CK,count_instr_reg[36]/D,0.361,11
latched_store_reg/CK,cpuregs_reg[4][0]/D,0.329,9
latched_rd_reg[0]/CK,cpuregs_reg[13][23]/SE,0.373,10
count_instr_reg[3]/CK,count_instr_reg[35]/D,0.361,11
reg_pc_reg[8]/CK,cpuregs_reg[16][11]/D,0.341,7
reg_pc_reg[7]/CK,cpuregs_reg[30][15]/D,0.404,11
cpu_state_reg[0]/CK,cpuregs_reg[19][2]/D,0.374,11
latched_branch_reg/CK,cpuregs_reg[1][2]/D,0.329,11
latched_branch_reg/CK,cpuregs_reg[13][2]/D,0.329,11
reg_pc_reg[2]/CK,cpuregs_reg[19][6]/D,0.368,10
reg_pc_reg[7]/CK,cpuregs_reg[12][13]/D,0.374,9
mem_valid_reg/CK,mem_wordsize_reg[1]/D,0.356,12
latched_store_reg/CK,cpuregs_reg[10][7]/D,0.372,12
reg_pc_reg[12]/CK,cpuregs_reg[18][18]/D,0.396,13
reg_pc_reg[7]/CK,cpuregs_reg[13][13]/D,0.374,9
latched_branch_reg/CK,cpuregs_reg[4][2]/D,0.329,11
reg_pc_reg[12]/CK,cpuregs_reg[30][25]/D,0.399,12
reg_pc_reg[7]/CK,cpuregs_reg[23][13]/D,0.4,11
mem_valid_reg/CK,latched_is_lh_reg/D,0.364,12
reg_pc_reg[2]/CK,cpuregs_reg[8][6]/D,0.334,9
cpu_state_reg[0]/CK,cpuregs_reg[10][5]/D,0.371,11
latched_branch_reg/CK,cpuregs_reg[5][2]/D,0.329,11
reg_pc_reg[7]/CK,cpuregs_reg[26][13]/D,0.4,11
reg_pc_reg[2]/CK,cpuregs_reg[9][6]/D,0.334,9
cpu_state_reg[0]/CK,cpuregs_reg[26][15]/D,0.399,12
cpu_state_reg[0]/CK,cpuregs_reg[30][12]/D,0.398,12
latched_store_reg/CK,cpuregs_reg[10][2]/D,0.37,10
reg_pc_reg[2]/CK,cpuregs_reg[13][6]/D,0.335,9
reg_pc_reg[2]/CK,cpuregs_reg[12][6]/D,0.334,9
cpu_state_reg[0]/CK,cpuregs_reg[19][5]/D,0.372,11
latched_rd_reg[0]/CK,cpuregs_reg[16][9]/SE,0.336,9
latched_rd_reg[0]/CK,cpuregs_reg[31][12]/D,0.394,12
cpu_state_reg[0]/CK,cpuregs_reg[28][8]/D,0.4,12
latched_store_reg/CK,cpuregs_reg[10][1]/D,0.371,9
mem_wordsize_reg[0]/CK,mem_wdata_reg[30]/D,0.311,6
latched_rd_reg[0]/CK,cpuregs_reg[16][14]/SE,0.336,9
reg_pc_reg[12]/CK,cpuregs_reg[20][26]/D,0.421,13
cpu_state_reg[0]/CK,cpuregs_reg[26][11]/D,0.4,12
latched_rd_reg[0]/CK,cpuregs_reg[27][11]/D,0.396,12
count_instr_reg[3]/CK,count_instr_reg[37]/D,0.358,11
latched_rd_reg[0]/CK,cpuregs_reg[9][12]/SE,0.363,10
reg_pc_reg[12]/CK,cpuregs_reg[31][25]/D,0.397,12
reg_pc_reg[8]/CK,cpuregs_reg[24][11]/D,0.39,10
cpu_state_reg[0]/CK,cpuregs_reg[25][15]/D,0.401,12
latched_branch_reg/CK,cpuregs_reg[9][4]/D,0.325,11
latched_branch_reg/CK,cpuregs_reg[8][4]/D,0.325,11
latched_branch_reg/CK,cpuregs_reg[16][2]/D,0.329,11
reg_pc_reg[12]/CK,cpuregs_reg[26][18]/D,0.395,13
latched_branch_reg/CK,cpuregs_reg[13][4]/D,0.325,11
latched_branch_reg/CK,cpuregs_reg[12][4]/D,0.325,11
latched_rd_reg[0]/CK,cpuregs_reg[9][13]/SE,0.363,10
latched_branch_reg/CK,cpuregs_reg[17][4]/D,0.324,11
latched_rd_reg[0]/CK,cpuregs_reg[16][13]/SE,0.336,9
latched_rd_reg[0]/CK,cpuregs_reg[27][12]/D,0.394,12
latched_branch_reg/CK,cpuregs_reg[16][4]/D,0.324,11
mem_wordsize_reg[0]/CK,mem_wdata_reg[24]/D,0.319,6
mem_valid_reg/CK,latched_is_lu_reg/D,0.362,12
reg_pc_reg[2]/CK,cpuregs_reg[5][6]/D,0.333,9
reg_pc_reg[12]/CK,cpuregs_reg[10][26]/D,0.421,13
reg_pc_reg[12]/CK,cpuregs_reg[18][30]/D,0.394,14
mem_valid_reg/CK,latched_is_lb_reg/D,0.361,12
mem_do_rinst_reg/CK,mem_addr_reg[20]/SI,0.34,10
reg_pc_reg[12]/CK,cpuregs_reg[27][18]/D,0.394,13
latched_rd_reg[0]/CK,cpuregs_reg[4][13]/SE,0.358,9
latched_rd_reg[0]/CK,cpuregs_reg[4][12]/SE,0.358,9
reg_pc_reg[12]/CK,cpuregs_reg[3][26]/D,0.421,13
latched_rd_reg[0]/CK,cpuregs_reg[16][12]/SE,0.336,9
cpu_state_reg[0]/CK,cpuregs_reg[19][1]/D,0.37,11
latched_branch_reg/CK,cpuregs_reg[16][1]/D,0.324,10
latched_rd_reg[0]/CK,cpuregs_reg[4][14]/SE,0.358,9
latched_rd_reg[0]/CK,cpuregs_reg[23][12]/D,0.393,12
latched_rd_reg[0]/CK,cpuregs_reg[16][11]/SE,0.336,9
latched_rd_reg[0]/CK,cpuregs_reg[9][15]/SE,0.363,10
count_instr_reg[3]/CK,count_instr_reg[39]/D,0.357,11
latched_rd_reg[0]/CK,cpuregs_reg[16][8]/SE,0.336,9
cpu_state_reg[0]/CK,cpuregs_reg[30][11]/D,0.398,12
reg_pc_reg[7]/CK,cpuregs_reg[24][15]/D,0.395,11
count_instr_reg[3]/CK,count_instr_reg[44]/D,0.358,11
mem_do_rinst_reg/CK,mem_addr_reg[22]/SE,0.311,10
reg_pc_reg[8]/CK,cpuregs_reg[31][11]/D,0.391,10
count_instr_reg[3]/CK,count_instr_reg[46]/D,0.359,11
cpu_state_reg[0]/CK,cpuregs_reg[26][8]/D,0.397,12
latched_branch_reg/CK,cpuregs_reg[1][4]/D,0.323,11
latched_branch_reg/CK,cpuregs_reg[12][1]/D,0.321,10
mem_do_rinst_reg/CK,mem_addr_reg[17]/SE,0.311,10
cpu_state_reg[0]/CK,cpuregs_reg[25][11]/D,0.397,12
reg_pc_reg[7]/CK,cpuregs_reg[24][12]/D,0.39,11
mem_do_rinst_reg/CK,mem_addr_reg[11]/SE,0.311,10
mem_do_rinst_reg/CK,mem_addr_reg[25]/SE,0.311,10
mem_do_rinst_reg/CK,mem_addr_reg[24]/SE,0.311,10
cpu_state_reg[0]/CK,cpuregs_reg[23][0]/D,0.368,10
latched_branch_reg/CK,cpuregs_reg[4][4]/D,0.323,11
latched_rd_reg[0]/CK,cpuregs_reg[9][9]/SE,0.362,10
count_instr_reg[3]/CK,count_instr_reg[34]/D,0.361,11
latched_rd_reg[0]/CK,cpuregs_reg[4][8]/SE,0.297,8
cpu_state_reg[0]/CK,cpuregs_reg[25][12]/D,0.397,12
latched_rd_reg[0]/CK,cpuregs_reg[9][18]/SE,0.363,10
mem_do_rinst_reg/CK,mem_addr_reg[19]/SE,0.313,10
mem_do_rinst_reg/CK,mem_addr_reg[16]/SE,0.313,10
cpu_state_reg[0]/CK,cpuregs_reg[18][15]/D,0.396,11
latched_branch_reg/CK,cpuregs_reg[17][2]/D,0.327,10
count_cycle_reg[18]/CK,count_cycle_reg[46]/D,0.346,9
count_cycle_reg[18]/CK,count_cycle_reg[47]/D,0.347,9
cpu_state_reg[0]/CK,cpuregs_reg[19][3]/D,0.371,11
latched_branch_reg/CK,cpuregs_reg[17][1]/D,0.322,10
latched_branch_reg/CK,cpuregs_reg[5][4]/D,0.323,11
mem_do_rinst_reg/CK,mem_addr_reg[18]/SE,0.311,10
reg_pc_reg[2]/CK,cpuregs_reg[1][6]/D,0.333,9
latched_branch_reg/CK,cpuregs_reg[9][1]/D,0.321,10
cpu_state_reg[0]/CK,cpuregs_reg[31][8]/D,0.396,12
reg_pc_reg[2]/CK,cpuregs_reg[4][6]/D,0.333,9
latched_rd_reg[0]/CK,cpuregs_reg[18][12]/D,0.393,11
latched_rd_reg[0]/CK,cpuregs_reg[9][14]/SE,0.361,10
reg_pc_reg[7]/CK,cpuregs_reg[2][14]/D,0.414,11
cpu_state_reg[0]/CK,cpuregs_reg[7][10]/D,0.421,13
cpu_state_reg[0]/CK,cpuregs_reg[10][3]/D,0.364,11
reg_pc_reg[12]/CK,cpuregs_reg[17][22]/D,0.37,11
cpu_state_reg[0]/CK,cpuregs_reg[30][8]/D,0.395,12
count_cycle_reg[18]/CK,count_cycle_reg[62]/D,0.341,9
latched_rd_reg[0]/CK,cpuregs_reg[4][9]/SE,0.358,9
latched_rd_reg[0]/CK,cpuregs_reg[8][16]/SE,0.303,8
latched_branch_reg/CK,cpuregs_reg[13][1]/D,0.321,10
mem_do_rinst_reg/CK,mem_addr_reg[29]/SE,0.308,10
latched_rd_reg[0]/CK,cpuregs_reg[4][15]/SE,0.358,9
latched_rd_reg[0]/CK,cpuregs_reg[8][0]/SE,0.304,8
mem_do_rinst_reg/CK,mem_wstrb_reg[3]/D,0.363,12
count_cycle_reg[18]/CK,count_cycle_reg[61]/D,0.344,9
reg_pc_reg[12]/CK,cpuregs_reg[24][25]/D,0.39,12
mem_do_rinst_reg/CK,mem_wstrb_reg[0]/D,0.363,12
latched_rd_reg[0]/CK,cpuregs_reg[8][6]/SE,0.304,8
mem_do_rinst_reg/CK,mem_addr_reg[15]/SE,0.313,10
reg_pc_reg[2]/CK,cpuregs_reg[24][8]/D,0.391,10
reg_pc_reg[7]/CK,cpuregs_reg[14][14]/D,0.416,11
latched_rd_reg[0]/CK,cpuregs_reg[8][7]/SE,0.304,8
reg_pc_reg[2]/CK,cpuregs_reg[16][6]/D,0.336,9
mem_do_rinst_reg/CK,mem_addr_reg[14]/SE,0.312,10
mem_valid_reg/CK,instr_jalr_reg/D,0.354,10
latched_branch_reg/CK,cpuregs_reg[5][1]/D,0.321,10
